cod_siafi_municipio,municipio,uf,estado,data_emissao,moviment_liquida,moviment_liquida_acum,saldo,Unnamed: 0,code_muni,name_muni
5995,SANTA TEREZA,RS,RIO GRANDE DO SUL,17/04/2024,238750,477500,477500,373.0,4317251.0,SANTA TEREZA
5995,SANTA TEREZA,RS,RIO GRANDE DO SUL,22/04/2024,200000,400000,400000,373.0,4317251.0,SANTA TEREZA
5997,SAO VALENTIM DO SUL,RS,RIO GRANDE DO SUL,17/04/2024,238750,477500,477500,417.0,4319711.0,SAO VALENTIM DO SUL
5997,SAO VALENTIM DO SUL,RS,RIO GRANDE DO SUL,24/04/2024,450000,900000,900000,417.0,4319711.0,SAO VALENTIM DO SUL
6013,CAMPESTRE DA SERRA,RS,RIO GRANDE DO SUL,23/04/2024,380000,760000,760000,71.0,4303673.0,CAMPESTRE DA SERRA
6013,CAMPESTRE DA SERRA,RS,RIO GRANDE DO SUL,08/05/2024,238997,238997,238997,71.0,4303673.0,CAMPESTRE DA SERRA
6015,SAO JOSE DOS AUSENTES,RS,RIO GRANDE DO SUL,24/04/2024,550000,1100000,1100000,400.0,4318622.0,SAO JOSE DOS AUSENTES
6017,LINDOLFO COLLOR,RS,RIO GRANDE DO SUL,24/04/2024,300000,600000,600000,238.0,4311627.0,LINDOLFO COLLOR
6019,MORRO REUTER,RS,RIO GRANDE DO SUL,24/04/2024,900000,1800000,1800000,265.0,4312476.0,MORRO REUTER
6021,PICADA CAFE,RS,RIO GRANDE DO SUL,12/04/2024,191000,382000,382000,314.0,4314423.0,PICADA CAFE
6021,PICADA CAFE,RS,RIO GRANDE DO SUL,24/04/2024,200000,400000,400000,314.0,4314423.0,PICADA CAFE
6021,PICADA CAFE,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,314.0,4314423.0,PICADA CAFE
6025,CAPITAO,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,90.0,4304697.0,CAPITAO
6025,CAPITAO,RS,RIO GRANDE DO SUL,23/04/2024,107000,214000,214000,90.0,4304697.0,CAPITAO
6029,COLINAS,RS,RIO GRANDE DO SUL,16/04/2024,384709,769418,769418,113.0,4305587.0,COLINAS
6029,COLINAS,RS,RIO GRANDE DO SUL,23/04/2024,200000,400000,400000,113.0,4305587.0,COLINAS
6029,COLINAS,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,113.0,4305587.0,COLINAS
6031,MATO LEITAO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,253.0,4312153.0,MATO LEITAO
6031,MATO LEITAO,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,253.0,4312153.0,MATO LEITAO
6031,MATO LEITAO,RS,RIO GRANDE DO SUL,23/04/2024,329000,658000,658000,253.0,4312153.0,MATO LEITAO
6033,SANTA CLARA DO SUL,RS,RIO GRANDE DO SUL,22/04/2024,270000,540000,540000,365.0,4316758.0,SANTA CLARA DO SUL
6035,SERIO,RS,RIO GRANDE DO SUL,16/04/2024,150000,300000,300000,431.0,4320453.0,SERIO
6035,SERIO,RS,RIO GRANDE DO SUL,17/04/2024,191000,382000,382000,431.0,4320453.0,SERIO
6037,TRAVESSEIRO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,456.0,4321626.0,TRAVESSEIRO
6037,TRAVESSEIRO,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,456.0,4321626.0,TRAVESSEIRO
6039,MARATA,RS,RIO GRANDE DO SUL,16/04/2024,300000,600000,600000,245.0,4311791.0,MARATA
6039,MARATA,RS,RIO GRANDE DO SUL,25/04/2024,384205,768410,768410,245.0,4311791.0,MARATA
6041,PARECI NOVO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,303.0,4314035.0,PARECI NOVO
6043,SAO PEDRO DA SERRA,RS,RIO GRANDE DO SUL,24/04/2024,150000,300000,300000,410.0,4319356.0,SAO PEDRO DA SERRA
6043,SAO PEDRO DA SERRA,RS,RIO GRANDE DO SUL,26/04/2024,384205,768410,768410,410.0,4319356.0,SAO PEDRO DA SERRA
6045,ALTO FELIZ,RS,RIO GRANDE DO SUL,24/04/2024,594000,1188000,1188000,13.0,4300570.0,ALTO FELIZ
6049,VALE REAL,RS,RIO GRANDE DO SUL,24/04/2024,350000,700000,700000,480.0,4322541.0,VALE REAL
6051,INHACORA,RS,RIO GRANDE DO SUL,16/04/2024,570000,1140000,1140000,209.0,4310413.0,INHACORA
6051,INHACORA,RS,RIO GRANDE DO SUL,26/04/2024,50000,100000,100000,209.0,4310413.0,INHACORA
6053,VITORIA DAS MISSOES,RS,RIO GRANDE DO SUL,24/04/2024,550000,1100000,1100000,497.0,4323754.0,VITORIA DAS MISSOES
6055,CORONEL BARROS,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,119.0,4305871.0,CORONEL BARROS
6055,CORONEL BARROS,RS,RIO GRANDE DO SUL,23/04/2024,350000,700000,700000,119.0,4305871.0,CORONEL BARROS
6057,NOVO MACHADO,RS,RIO GRANDE DO SUL,24/04/2024,300000,600000,600000,290.0,4313425.0,NOVO MACHADO
6059,SAO JOSE DO INHACORA,RS,RIO GRANDE DO SUL,16/04/2024,380000,760000,760000,396.0,4318499.0,SAO JOSE DO INHACORA
6059,SAO JOSE DO INHACORA,RS,RIO GRANDE DO SUL,08/05/2024,100000,100000,100000,396.0,4318499.0,SAO JOSE DO INHACORA
6061,SALVADOR DAS MISSOES,RS,RIO GRANDE DO SUL,22/04/2024,350000,700000,700000,360.0,4316477.0,SALVADOR DAS MISSOES
6061,SALVADOR DAS MISSOES,RS,RIO GRANDE DO SUL,08/05/2024,170000,170000,170000,360.0,4316477.0,SALVADOR DAS MISSOES
6063,SAO PEDRO DO BUTIA,RS,RIO GRANDE DO SUL,16/04/2024,190000,380000,380000,412.0,4319372.0,SAO PEDRO DO BUTIA
6065,PORTO MAUA,RS,RIO GRANDE DO SUL,30/04/2024,350000,700000,700000,330.0,4315057.0,PORTO MAUA
6069,BARRA DO GUARITA,RS,RIO GRANDE DO SUL,16/04/2024,290000,580000,580000,38.0,4301859.0,BARRA DO GUARITA
6071,BOM PROGRESSO,RS,RIO GRANDE DO SUL,08/05/2024,559800,559800,559800,53.0,4302378.0,BOM PROGRESSO
6073,DERRUBADAS,RS,RIO GRANDE DO SUL,24/04/2024,220000,440000,440000,131.0,4306320.0,DERRUBADAS
6075,SAO VALERIO DO SUL,RS,RIO GRANDE DO SUL,23/04/2024,150000,300000,300000,,,
6077,TIRADENTES DO SUL,RS,RIO GRANDE DO SUL,16/04/2024,800000,1600000,1600000,452.0,4321477.0,TIRADENTES DO SUL
6079,MANOEL VIANA,RS,RIO GRANDE DO SUL,24/04/2024,220000,440000,440000,243.0,4311759.0,MANOEL VIANA
6081,GARRUCHOS,RS,RIO GRANDE DO SUL,23/04/2024,150000,300000,300000,178.0,4308656.0,GARRUCHOS
6083,CANDIOTA,RS,RIO GRANDE DO SUL,22/04/2024,200000,400000,400000,79.0,4304358.0,CANDIOTA
7293,SAO VENDELINO,RS,RIO GRANDE DO SUL,24/04/2024,291793,583586,583586,419.0,4319752.0,SAO VENDELINO
7293,SAO VENDELINO,RS,RIO GRANDE DO SUL,08/05/2024,299823,299823,299823,419.0,4319752.0,SAO VENDELINO
7295,IMIGRANTE,RS,RIO GRANDE DO SUL,23/04/2024,400000,800000,800000,207.0,4310363.0,IMIGRANTE
7297,IMBE,RS,RIO GRANDE DO SUL,22/04/2024,450000,900000,900000,206.0,4310330.0,IMBE
7299,IBIRAPUITA,RS,RIO GRANDE DO SUL,24/04/2024,349405,698810,698810,201.0,4309951.0,IBIRAPUITA
7299,IBIRAPUITA,RS,RIO GRANDE DO SUL,25/04/2024,50000,100000,100000,201.0,4309951.0,IBIRAPUITA
7301,ESTACAO,RS,RIO GRANDE DO SUL,22/04/2024,1150000,2300000,2300000,158.0,4307559.0,ESTACAO
7303,VISTA GAUCHA,RS,RIO GRANDE DO SUL,23/04/2024,60000,120000,120000,496.0,4323705.0,VISTA GAUCHA
7307,VISTA ALEGRE,RS,RIO GRANDE DO SUL,16/04/2024,590000,1180000,1180000,494.0,4323507.0,VISTA ALEGRE
7307,VISTA ALEGRE,RS,RIO GRANDE DO SUL,19/04/2024,422965,845930,845930,494.0,4323507.0,VISTA ALEGRE
7307,VISTA ALEGRE,RS,RIO GRANDE DO SUL,08/05/2024,254000,254000,254000,494.0,4323507.0,VISTA ALEGRE
7309,VILA MARIA,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,492.0,4323408.0,VILA MARIA
7309,VILA MARIA,RS,RIO GRANDE DO SUL,23/04/2024,300000,600000,600000,492.0,4323408.0,VILA MARIA
7311,VILA FLORES,RS,RIO GRANDE DO SUL,24/04/2024,400000,800000,800000,490.0,4323309.0,VILA FLORES
7311,VILA FLORES,RS,RIO GRANDE DO SUL,08/05/2024,384205,384205,384205,490.0,4323309.0,VILA FLORES
7313,TAQUARUCU DO SUL,RS,RIO GRANDE DO SUL,24/04/2024,690326,1380652,1380652,446.0,4321329.0,TAQUARUCU DO SUL
7315,SILVEIRA MARTINS,RS,RIO GRANDE DO SUL,16/04/2024,300000,600000,600000,436.0,4320651.0,SILVEIRA MARTINS
7317,SEGREDO,RS,RIO GRANDE DO SUL,16/04/2024,480000,960000,960000,426.0,4320263.0,SEGREDO
7319,VANINI,RS,RIO GRANDE DO SUL,12/04/2024,238750,477500,477500,481.0,4322558.0,VANINI
7319,VANINI,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,481.0,4322558.0,VANINI
7319,VANINI,RS,RIO GRANDE DO SUL,22/04/2024,230000,460000,460000,481.0,4322558.0,VANINI
7319,VANINI,RS,RIO GRANDE DO SUL,23/04/2024,100000,200000,200000,481.0,4322558.0,VANINI
7321,TUPANDI,RS,RIO GRANDE DO SUL,24/04/2024,400000,800000,800000,470.0,4322251.0,TUPANDI
7323,TUNAS,RS,RIO GRANDE DO SUL,24/04/2024,500000,1000000,1000000,467.0,4322152.0,TUNAS
7325,TRINDADE DO SUL,RS,RIO GRANDE DO SUL,16/04/2024,850000,1700000,1700000,464.0,4321956.0,TRINDADE DO SUL
7327,TRES PALMEIRAS,RS,RIO GRANDE DO SUL,16/04/2024,820000,1640000,1640000,462.0,4321857.0,TRES PALMEIRAS
7329,TRES CACHOEIRAS,RS,RIO GRANDE DO SUL,16/04/2024,1300000,2600000,2600000,458.0,4321667.0,TRES CACHOEIRAS
7329,TRES CACHOEIRAS,RS,RIO GRANDE DO SUL,02/05/2024,50000,50000,50000,458.0,4321667.0,TRES CACHOEIRAS
7331,TRES ARROIOS,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,457.0,4321634.0,TRES ARROIOS
7331,TRES ARROIOS,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,457.0,4321634.0,TRES ARROIOS
7331,TRES ARROIOS,RS,RIO GRANDE DO SUL,23/04/2024,200000,400000,400000,457.0,4321634.0,TRES ARROIOS
7331,TRES ARROIOS,RS,RIO GRANDE DO SUL,24/04/2024,100000,200000,200000,457.0,4321634.0,TRES ARROIOS
7333,TERRA DE AREIA,RS,RIO GRANDE DO SUL,16/04/2024,150000,300000,300000,449.0,4321436.0,TERRA DE AREIA
7333,TERRA DE AREIA,RS,RIO GRANDE DO SUL,02/05/2024,50000,50000,50000,449.0,4321436.0,TERRA DE AREIA
7335,SEDE NOVA,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,425.0,4320230.0,SEDE NOVA
7335,SEDE NOVA,RS,RIO GRANDE DO SUL,08/05/2024,254935,254935,254935,425.0,4320230.0,SEDE NOVA
7337,SANTA MARIA DO HERVAL,RS,RIO GRANDE DO SUL,24/04/2024,400000,800000,800000,368.0,4316956.0,SANTA MARIA DO HERVAL
7339,SALDANHA MARINHO,RS,RIO GRANDE DO SUL,23/04/2024,450000,900000,900000,358.0,4316436.0,SALDANHA MARINHO
7341,SAO MIGUEL DAS MISSOES,RS,RIO GRANDE DO SUL,23/04/2024,250000,500000,500000,407.0,4319158.0,SAO MIGUEL DAS MISSOES
7343,SAO JOSE DO HORTENCIO,RS,RIO GRANDE DO SUL,19/04/2024,384205,768410,768410,,,
7343,SAO JOSE DO HORTENCIO,RS,RIO GRANDE DO SUL,24/04/2024,300000,600000,600000,,,
7345,SAO JOSE DO HERVAL,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,394.0,4318465.0,SAO JOSE DO HERVAL
7345,SAO JOSE DO HERVAL,RS,RIO GRANDE DO SUL,08/05/2024,323812,323812,323812,394.0,4318465.0,SAO JOSE DO HERVAL
7347,SAO JORGE,RS,RIO GRANDE DO SUL,16/04/2024,500000,1000000,1000000,392.0,4318440.0,SAO JORGE
7347,SAO JORGE,RS,RIO GRANDE DO SUL,24/04/2024,11992,23984,23984,392.0,4318440.0,SAO JORGE
7349,SAO JOAO DA URTIGA,RS,RIO GRANDE DO SUL,22/04/2024,70000,140000,140000,390.0,4318424.0,SAO JOAO DA URTIGA
7351,SAO DOMINGOS DO SUL,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,385.0,4318051.0,SAO DOMINGOS DO SUL
7353,RIOZINHO,RS,RIO GRANDE DO SUL,16/04/2024,520000,1040000,1040000,348.0,4315750.0,RIOZINHO
7353,RIOZINHO,RS,RIO GRANDE DO SUL,24/04/2024,311192,622384,622384,348.0,4315750.0,RIOZINHO
7355,RELVADO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,343.0,4315453.0,RELVADO
7355,RELVADO,RS,RIO GRANDE DO SUL,08/05/2024,389800,389800,389800,343.0,4315453.0,RELVADO
7357,QUINZE DE NOVEMBRO,RS,RIO GRANDE DO SUL,22/04/2024,520000,1040000,1040000,341.0,4315354.0,QUINZE DE NOVEMBRO
7359,PROTASIO ALVES,RS,RIO GRANDE DO SUL,22/04/2024,200000,400000,400000,336.0,4315172.0,PROTASIO ALVES
7359,PROTASIO ALVES,RS,RIO GRANDE DO SUL,23/04/2024,100000,200000,200000,336.0,4315172.0,PROTASIO ALVES
7361,PROGRESSO,RS,RIO GRANDE DO SUL,16/04/2024,250000,500000,500000,335.0,4315156.0,PROGRESSO
7361,PROGRESSO,RS,RIO GRANDE DO SUL,23/04/2024,130000,260000,260000,335.0,4315156.0,PROGRESSO
7363,POUSO NOVO,RS,RIO GRANDE DO SUL,17/04/2024,238750,477500,477500,333.0,4315131.0,POUSO NOVO
7363,POUSO NOVO,RS,RIO GRANDE DO SUL,23/04/2024,120000,240000,240000,333.0,4315131.0,POUSO NOVO
7363,POUSO NOVO,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,333.0,4315131.0,POUSO NOVO
7365,POCO DAS ANTAS,RS,RIO GRANDE DO SUL,24/04/2024,222810,445620,445620,324.0,4314753.0,POCO DAS ANTAS
7367,PIRAPO,RS,RIO GRANDE DO SUL,16/04/2024,150000,300000,300000,321.0,4314555.0,PIRAPO
7367,PIRAPO,RS,RIO GRANDE DO SUL,22/04/2024,200000,400000,400000,321.0,4314555.0,PIRAPO
7369,PINHAL,RS,RIO GRANDE DO SUL,12/04/2024,238750,477500,477500,315.0,4314456.0,PINHAL
7369,PINHAL,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,315.0,4314456.0,PINHAL
7369,PINHAL,RS,RIO GRANDE DO SUL,23/04/2024,570000,1140000,1140000,315.0,4314456.0,PINHAL
7369,PINHAL,RS,RIO GRANDE DO SUL,30/04/2024,22032,44064,44064,315.0,4314456.0,PINHAL
7371,PAVERAMA,RS,RIO GRANDE DO SUL,18/04/2024,238750,477500,477500,309.0,4314159.0,PAVERAMA
7371,PAVERAMA,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,309.0,4314159.0,PAVERAMA
7371,PAVERAMA,RS,RIO GRANDE DO SUL,23/04/2024,700037,1400074,1400074,309.0,4314159.0,PAVERAMA
7375,PANTANO GRANDE,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,300.0,4313953.0,PANTANO GRANDE
7375,PANTANO GRANDE,RS,RIO GRANDE DO SUL,08/05/2024,323812,323812,323812,300.0,4313953.0,PANTANO GRANDE
7377,NOVA ROMA DO SUL,RS,RIO GRANDE DO SUL,24/04/2024,220000,440000,440000,286.0,4313359.0,NOVA ROMA DO SUL
7379,NOVA HARTZ,RS,RIO GRANDE DO SUL,24/04/2024,730000,1460000,1460000,280.0,4313060.0,NOVA HARTZ
7379,NOVA HARTZ,RS,RIO GRANDE DO SUL,30/04/2024,50000,100000,100000,280.0,4313060.0,NOVA HARTZ
7381,NOVA ESPERANCA DO SUL,RS,RIO GRANDE DO SUL,16/04/2024,500000,1000000,1000000,279.0,4313037.0,NOVA ESPERANCA DO SUL
7381,NOVA ESPERANCA DO SUL,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,279.0,4313037.0,NOVA ESPERANCA DO SUL
7381,NOVA ESPERANCA DO SUL,RS,RIO GRANDE DO SUL,23/04/2024,100000,200000,200000,279.0,4313037.0,NOVA ESPERANCA DO SUL
7383,NOVA ALVORADA,RS,RIO GRANDE DO SUL,22/04/2024,250000,500000,500000,273.0,4312757.0,NOVA ALVORADA
7383,NOVA ALVORADA,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,273.0,4312757.0,NOVA ALVORADA
7385,MORRO REDONDO,RS,RIO GRANDE DO SUL,16/04/2024,365793,731586,731586,264.0,4312450.0,MORRO REDONDO
7387,MONTAURI,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,258.0,4312351.0,MONTAURI
7387,MONTAURI,RS,RIO GRANDE DO SUL,23/04/2024,100000,200000,200000,258.0,4312351.0,MONTAURI
7389,LAGOAO,RS,RIO GRANDE DO SUL,16/04/2024,850000,1700000,1700000,231.0,4311254.0,LAGOAO
7391,JAQUIRANA,RS,RIO GRANDE DO SUL,24/04/2024,150000,300000,300000,226.0,4311122.0,JAQUIRANA
7391,JAQUIRANA,RS,RIO GRANDE DO SUL,30/04/2024,205973,411946,411946,226.0,4311122.0,JAQUIRANA
7393,JABOTICABA,RS,RIO GRANDE DO SUL,16/04/2024,300000,600000,600000,221.0,4310850.0,JABOTICABA
7393,JABOTICABA,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,221.0,4310850.0,JABOTICABA
7395,IVORA,RS,RIO GRANDE DO SUL,08/04/2024,238750,477500,477500,219.0,4310751.0,IVORA
7395,IVORA,RS,RIO GRANDE DO SUL,16/04/2024,190000,380000,380000,219.0,4310751.0,IVORA
7395,IVORA,RS,RIO GRANDE DO SUL,08/05/2024,185736,185736,185736,219.0,4310751.0,IVORA
7397,ITACURUBI,RS,RIO GRANDE DO SUL,07/05/2024,200000,200000,200000,214.0,4310553.0,ITACURUBI
7399,IPIRANGA DO SUL,RS,RIO GRANDE DO SUL,23/04/2024,150000,300000,300000,211.0,4310462.0,IPIRANGA DO SUL
7399,IPIRANGA DO SUL,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,211.0,4310462.0,IPIRANGA DO SUL
8399,IPE,RS,RIO GRANDE DO SUL,16/04/2024,300000,600000,600000,210.0,4310439.0,IPE
8399,IPE,RS,RIO GRANDE DO SUL,23/04/2024,279000,558000,558000,210.0,4310439.0,IPE
8401,IBARAMA,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,198.0,4309753.0,IBARAMA
8401,IBARAMA,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,198.0,4309753.0,IBARAMA
8401,IBARAMA,RS,RIO GRANDE DO SUL,09/05/2024,323812,323812,323812,198.0,4309753.0,IBARAMA
8403,HARMONIA,RS,RIO GRANDE DO SUL,22/04/2024,300000,600000,600000,193.0,4309555.0,HARMONIA
8405,GUABIJU,RS,RIO GRANDE DO SUL,24/04/2024,100000,200000,200000,189.0,4309258.0,GUABIJU
8405,GUABIJU,RS,RIO GRANDE DO SUL,09/05/2024,304800,304800,304800,189.0,4309258.0,GUABIJU
8407,GLORINHA,RS,RIO GRANDE DO SUL,16/04/2024,300000,600000,600000,184.0,4309050.0,GLORINHA
8407,GLORINHA,RS,RIO GRANDE DO SUL,08/05/2024,300000,300000,300000,184.0,4309050.0,GLORINHA
8409,FAXINALZINHO,RS,RIO GRANDE DO SUL,16/04/2024,487896,975792,975792,167.0,4308052.0,FAXINALZINHO
8409,FAXINALZINHO,RS,RIO GRANDE DO SUL,24/04/2024,238750,477500,477500,167.0,4308052.0,FAXINALZINHO
8411,FAGUNDES VARELA,RS,RIO GRANDE DO SUL,23/04/2024,221000,442000,442000,164.0,4307864.0,FAGUNDES VARELA
8411,FAGUNDES VARELA,RS,RIO GRANDE DO SUL,08/05/2024,249816,249816,249816,164.0,4307864.0,FAGUNDES VARELA
8413,EUGENIO DE CASTRO,RS,RIO GRANDE DO SUL,08/05/2024,520375,520375,520375,163.0,4307831.0,EUGENIO DE CASTRO
8415,ERNESTINA,RS,RIO GRANDE DO SUL,24/04/2024,400000,800000,800000,151.0,4307054.0,ERNESTINA
8417,EREBANGO,RS,RIO GRANDE DO SUL,22/04/2024,450000,900000,900000,149.0,4306973.0,EREBANGO
8419,ENTRE-IJUIS,RS,RIO GRANDE DO SUL,16/04/2024,310000,620000,620000,,,
8419,ENTRE-IJUIS,RS,RIO GRANDE DO SUL,23/04/2024,880000,1760000,1760000,,,
8421,ENTRE RIOS DO SUL,RS,RIO GRANDE DO SUL,16/04/2024,330000,660000,660000,148.0,4306957.0,ENTRE RIOS DO SUL
8421,ENTRE RIOS DO SUL,RS,RIO GRANDE DO SUL,29/04/2024,100000,200000,200000,148.0,4306957.0,ENTRE RIOS DO SUL
8421,ENTRE RIOS DO SUL,RS,RIO GRANDE DO SUL,08/05/2024,403585,403585,403585,148.0,4306957.0,ENTRE RIOS DO SUL
8423,ELDORADO DO SUL,RS,RIO GRANDE DO SUL,24/04/2024,1586500,3173000,3173000,143.0,4306767.0,ELDORADO DO SUL
8425,DOUTOR MAURICIO CARDOSO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,141.0,4306734.0,DOUTOR MAURICIO CARDOSO
8425,DOUTOR MAURICIO CARDOSO,RS,RIO GRANDE DO SUL,08/05/2024,239290,239290,239290,141.0,4306734.0,DOUTOR MAURICIO CARDOSO
8427,DOIS LAJEADOS,RS,RIO GRANDE DO SUL,16/04/2024,250000,500000,500000,136.0,4306452.0,DOIS LAJEADOS
8427,DOIS LAJEADOS,RS,RIO GRANDE DO SUL,23/04/2024,274000,548000,548000,136.0,4306452.0,DOIS LAJEADOS
8427,DOIS LAJEADOS,RS,RIO GRANDE DO SUL,30/04/2024,250000,500000,500000,136.0,4306452.0,DOIS LAJEADOS
8429,DEZESSEIS DE NOVEMBRO,RS,RIO GRANDE DO SUL,16/04/2024,250000,500000,500000,132.0,4306353.0,DEZESSEIS DE NOVEMBRO
8429,DEZESSEIS DE NOVEMBRO,RS,RIO GRANDE DO SUL,08/05/2024,239290,239290,239290,132.0,4306353.0,DEZESSEIS DE NOVEMBRO
8431,CRISTAL,RS,RIO GRANDE DO SUL,16/04/2024,1122378,2244756,2244756,125.0,4306056.0,CRISTAL
8431,CRISTAL,RS,RIO GRANDE DO SUL,24/04/2024,100000,200000,200000,125.0,4306056.0,CRISTAL
8431,CRISTAL,RS,RIO GRANDE DO SUL,08/05/2024,268358,268358,268358,125.0,4306056.0,CRISTAL
8433,CIDREIRA,RS,RIO GRANDE DO SUL,24/04/2024,650000,1300000,1300000,111.0,4305454.0,CIDREIRA
8435,CERRO GRANDE DO SUL,RS,RIO GRANDE DO SUL,23/04/2024,200000,400000,400000,103.0,4305173.0,CERRO GRANDE DO SUL
8437,CERRO GRANDE,RS,RIO GRANDE DO SUL,16/04/2024,250000,500000,500000,102.0,4305157.0,CERRO GRANDE
8437,CERRO GRANDE,RS,RIO GRANDE DO SUL,23/04/2024,400000,800000,800000,102.0,4305157.0,CERRO GRANDE
8437,CERRO GRANDE,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,102.0,4305157.0,CERRO GRANDE
8439,CERRO BRANCO,RS,RIO GRANDE DO SUL,16/04/2024,150000,300000,300000,101.0,4305132.0,CERRO BRANCO
8439,CERRO BRANCO,RS,RIO GRANDE DO SUL,23/04/2024,300000,600000,600000,101.0,4305132.0,CERRO BRANCO
8439,CERRO BRANCO,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,101.0,4305132.0,CERRO BRANCO
8441,CASEIROS,RS,RIO GRANDE DO SUL,16/04/2024,400000,800000,800000,96.0,4304952.0,CASEIROS
8441,CASEIROS,RS,RIO GRANDE DO SUL,24/04/2024,49090,98180,98180,96.0,4304952.0,CASEIROS
8443,CAPELA DE SANTANA,RS,RIO GRANDE DO SUL,22/04/2024,1200000,2400000,2400000,89.0,4304689.0,CAPELA DE SANTANA
8443,CAPELA DE SANTANA,RS,RIO GRANDE DO SUL,23/04/2024,200000,400000,400000,89.0,4304689.0,CAPELA DE SANTANA
8443,CAPELA DE SANTANA,RS,RIO GRANDE DO SUL,30/04/2024,323812,647624,647624,89.0,4304689.0,CAPELA DE SANTANA
8445,CAMPOS BORGES,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,76.0,4304101.0,CAMPOS BORGES
8445,CAMPOS BORGES,RS,RIO GRANDE DO SUL,22/04/2024,235000,470000,470000,76.0,4304101.0,CAMPOS BORGES
8447,CAMARGO,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,69.0,4303558.0,CAMARGO
8447,CAMARGO,RS,RIO GRANDE DO SUL,22/04/2024,100000,200000,200000,69.0,4303558.0,CAMARGO
8449,BROCHIER,RS,RIO GRANDE DO SUL,24/04/2024,638750,1277500,1277500,59.0,4302659.0,BROCHIER
8483,BOQUEIRAO DO LEAO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,55.0,4302451.0,BOQUEIRAO DO LEAO
8483,BOQUEIRAO DO LEAO,RS,RIO GRANDE DO SUL,23/04/2024,200000,400000,400000,55.0,4302451.0,BOQUEIRAO DO LEAO
8485,BARAO,RS,RIO GRANDE DO SUL,16/04/2024,200000,400000,400000,34.0,4301651.0,BARAO
8485,BARAO,RS,RIO GRANDE DO SUL,23/04/2024,850000,1700000,1700000,34.0,4301651.0,BARAO
8485,BARAO,RS,RIO GRANDE DO SUL,08/05/2024,304800,304800,304800,34.0,4301651.0,BARAO
8487,AUREA,RS,RIO GRANDE DO SUL,16/04/2024,884767,1769534,1769534,31.0,4301552.0,AUREA
8489,ARROIO DO SAL,RS,RIO GRANDE DO SUL,17/04/2024,191000,382000,382000,24.0,4301057.0,ARROIO DO SAL
8489,ARROIO DO SAL,RS,RIO GRANDE DO SUL,22/04/2024,300000,600000,600000,24.0,4301057.0,ARROIO DO SAL
8493,AMARAL FERRADOR,RS,RIO GRANDE DO SUL,16/04/2024,400000,800000,800000,15.0,4300638.0,AMARAL FERRADOR
8495,ALTO ALEGRE,RS,RIO GRANDE DO SUL,16/04/2024,100000,200000,200000,12.0,4300554.0,ALTO ALEGRE
8495,ALTO ALEGRE,RS,RIO GRANDE DO SUL,17/04/2024,238750,477500,477500,12.0,4300554.0,ALTO ALEGRE
8495,ALTO ALEGRE,RS,RIO GRANDE DO SUL,22/04/2024,150000,300000,300000,12.0,4300554.0,ALTO ALEGRE
8499,AGUA SANTA,RS,RIO GRANDE DO SUL,17/04/2024,238750,477500,477500,4.0,4300059.0,AGUA SANTA
8499,AGUA SANTA,RS,RIO GRANDE DO SUL,22/04/2024,400000,800000,800000,4.0,4300059.0,AGUA SANTA
8501,AGUDO,RS,RIO GRANDE DO SUL,08/04/2024,238750,477500,477500,5.0,4300109.0,AGUDO
