"";"name_muni";"abbrev_state";"code_muni";"Data";"Valor"
"1";"ACEGUA";"RS";4300034;"26/03/2024";0
"2";"ACEGUA";"RS";4300034;"01/04/2024";0
"3";"ACEGUA";"RS";4300034;"05/04/2024";0
"4";"ACEGUA";"RS";4300034;"08/04/2024";0
"5";"ACEGUA";"RS";4300034;"09/04/2024";0
"6";"ACEGUA";"RS";4300034;"10/04/2024";0
"7";"ACEGUA";"RS";4300034;"12/04/2024";0
"8";"ACEGUA";"RS";4300034;"15/04/2024";0
"9";"ACEGUA";"RS";4300034;"16/04/2024";6e+05
"10";"ACEGUA";"RS";4300034;"17/04/2024";0
"11";"ACEGUA";"RS";4300034;"18/04/2024";0
"12";"ACEGUA";"RS";4300034;"19/04/2024";0
"13";"ACEGUA";"RS";4300034;"22/04/2024";0
"14";"ACEGUA";"RS";4300034;"23/04/2024";2e+05
"15";"ACEGUA";"RS";4300034;"24/04/2024";0
"16";"ACEGUA";"RS";4300034;"25/04/2024";0
"17";"ACEGUA";"RS";4300034;"26/04/2024";0
"18";"ACEGUA";"RS";4300034;"29/04/2024";0
"19";"ACEGUA";"RS";4300034;"30/04/2024";0
"20";"ACEGUA";"RS";4300034;"02/05/2024";0
"21";"ACEGUA";"RS";4300034;"03/05/2024";0
"22";"ACEGUA";"RS";4300034;"06/05/2024";0
"23";"ACEGUA";"RS";4300034;"07/05/2024";0
"24";"ACEGUA";"RS";4300034;"08/05/2024";323812
"25";"AGUASANTA";"RS";4300059;"26/03/2024";0
"26";"AGUASANTA";"RS";4300059;"01/04/2024";0
"27";"AGUASANTA";"RS";4300059;"05/04/2024";0
"28";"AGUASANTA";"RS";4300059;"08/04/2024";0
"29";"AGUASANTA";"RS";4300059;"09/04/2024";0
"30";"AGUASANTA";"RS";4300059;"10/04/2024";0
"31";"AGUASANTA";"RS";4300059;"12/04/2024";0
"32";"AGUASANTA";"RS";4300059;"15/04/2024";0
"33";"AGUASANTA";"RS";4300059;"16/04/2024";0
"34";"AGUASANTA";"RS";4300059;"17/04/2024";477500
"35";"AGUASANTA";"RS";4300059;"18/04/2024";0
"36";"AGUASANTA";"RS";4300059;"19/04/2024";0
"37";"AGUASANTA";"RS";4300059;"22/04/2024";8e+05
"38";"AGUASANTA";"RS";4300059;"23/04/2024";0
"39";"AGUASANTA";"RS";4300059;"24/04/2024";0
"40";"AGUASANTA";"RS";4300059;"25/04/2024";0
"41";"AGUASANTA";"RS";4300059;"26/04/2024";0
"42";"AGUASANTA";"RS";4300059;"29/04/2024";0
"43";"AGUASANTA";"RS";4300059;"30/04/2024";0
"44";"AGUASANTA";"RS";4300059;"02/05/2024";0
"45";"AGUASANTA";"RS";4300059;"03/05/2024";0
"46";"AGUASANTA";"RS";4300059;"06/05/2024";0
"47";"AGUASANTA";"RS";4300059;"07/05/2024";0
"48";"AGUASANTA";"RS";4300059;"08/05/2024";0
"49";"AGUDO";"RS";4300109;"26/03/2024";0
"50";"AGUDO";"RS";4300109;"01/04/2024";0
"51";"AGUDO";"RS";4300109;"05/04/2024";0
"52";"AGUDO";"RS";4300109;"08/04/2024";477500
"53";"AGUDO";"RS";4300109;"09/04/2024";0
"54";"AGUDO";"RS";4300109;"10/04/2024";0
"55";"AGUDO";"RS";4300109;"12/04/2024";0
"56";"AGUDO";"RS";4300109;"15/04/2024";0
"57";"AGUDO";"RS";4300109;"16/04/2024";0
"58";"AGUDO";"RS";4300109;"17/04/2024";0
"59";"AGUDO";"RS";4300109;"18/04/2024";0
"60";"AGUDO";"RS";4300109;"19/04/2024";0
"61";"AGUDO";"RS";4300109;"22/04/2024";0
"62";"AGUDO";"RS";4300109;"23/04/2024";1200000
"63";"AGUDO";"RS";4300109;"24/04/2024";0
"64";"AGUDO";"RS";4300109;"25/04/2024";0
"65";"AGUDO";"RS";4300109;"26/04/2024";0
"66";"AGUDO";"RS";4300109;"29/04/2024";0
"67";"AGUDO";"RS";4300109;"30/04/2024";0
"68";"AGUDO";"RS";4300109;"02/05/2024";0
"69";"AGUDO";"RS";4300109;"03/05/2024";0
"70";"AGUDO";"RS";4300109;"06/05/2024";0
"71";"AGUDO";"RS";4300109;"07/05/2024";0
"72";"AGUDO";"RS";4300109;"08/05/2024";0
"73";"AJURICABA";"RS";4300208;"26/03/2024";0
"74";"AJURICABA";"RS";4300208;"01/04/2024";0
"75";"AJURICABA";"RS";4300208;"05/04/2024";0
"76";"AJURICABA";"RS";4300208;"08/04/2024";0
"77";"AJURICABA";"RS";4300208;"09/04/2024";0
"78";"AJURICABA";"RS";4300208;"10/04/2024";0
"79";"AJURICABA";"RS";4300208;"12/04/2024";0
"80";"AJURICABA";"RS";4300208;"15/04/2024";0
"81";"AJURICABA";"RS";4300208;"16/04/2024";0
"82";"AJURICABA";"RS";4300208;"17/04/2024";0
"83";"AJURICABA";"RS";4300208;"18/04/2024";0
"84";"AJURICABA";"RS";4300208;"19/04/2024";0
"85";"AJURICABA";"RS";4300208;"22/04/2024";0
"86";"AJURICABA";"RS";4300208;"23/04/2024";0
"87";"AJURICABA";"RS";4300208;"24/04/2024";2e+05
"88";"AJURICABA";"RS";4300208;"25/04/2024";0
"89";"AJURICABA";"RS";4300208;"26/04/2024";0
"90";"AJURICABA";"RS";4300208;"29/04/2024";0
"91";"AJURICABA";"RS";4300208;"30/04/2024";0
"92";"AJURICABA";"RS";4300208;"02/05/2024";0
"93";"AJURICABA";"RS";4300208;"03/05/2024";0
"94";"AJURICABA";"RS";4300208;"06/05/2024";0
"95";"AJURICABA";"RS";4300208;"07/05/2024";0
"96";"AJURICABA";"RS";4300208;"08/05/2024";0
"97";"ALECRIM";"RS";4300307;"26/03/2024";0
"98";"ALECRIM";"RS";4300307;"01/04/2024";0
"99";"ALECRIM";"RS";4300307;"05/04/2024";0
"100";"ALECRIM";"RS";4300307;"08/04/2024";0
"101";"ALECRIM";"RS";4300307;"09/04/2024";0
"102";"ALECRIM";"RS";4300307;"10/04/2024";0
"103";"ALECRIM";"RS";4300307;"12/04/2024";0
"104";"ALECRIM";"RS";4300307;"15/04/2024";0
"105";"ALECRIM";"RS";4300307;"16/04/2024";0
"106";"ALECRIM";"RS";4300307;"17/04/2024";0
"107";"ALECRIM";"RS";4300307;"18/04/2024";0
"108";"ALECRIM";"RS";4300307;"19/04/2024";0
"109";"ALECRIM";"RS";4300307;"22/04/2024";0
"110";"ALECRIM";"RS";4300307;"23/04/2024";0
"111";"ALECRIM";"RS";4300307;"24/04/2024";1440000
"112";"ALECRIM";"RS";4300307;"25/04/2024";0
"113";"ALECRIM";"RS";4300307;"26/04/2024";0
"114";"ALECRIM";"RS";4300307;"29/04/2024";0
"115";"ALECRIM";"RS";4300307;"30/04/2024";0
"116";"ALECRIM";"RS";4300307;"02/05/2024";0
"117";"ALECRIM";"RS";4300307;"03/05/2024";0
"118";"ALECRIM";"RS";4300307;"06/05/2024";0
"119";"ALECRIM";"RS";4300307;"07/05/2024";0
"120";"ALECRIM";"RS";4300307;"08/05/2024";84388
"121";"ALEGRETE";"RS";4300406;"26/03/2024";0
"122";"ALEGRETE";"RS";4300406;"01/04/2024";0
"123";"ALEGRETE";"RS";4300406;"05/04/2024";0
"124";"ALEGRETE";"RS";4300406;"08/04/2024";0
"125";"ALEGRETE";"RS";4300406;"09/04/2024";0
"126";"ALEGRETE";"RS";4300406;"10/04/2024";0
"127";"ALEGRETE";"RS";4300406;"12/04/2024";0
"128";"ALEGRETE";"RS";4300406;"15/04/2024";0
"129";"ALEGRETE";"RS";4300406;"16/04/2024";0
"130";"ALEGRETE";"RS";4300406;"17/04/2024";0
"131";"ALEGRETE";"RS";4300406;"18/04/2024";0
"132";"ALEGRETE";"RS";4300406;"19/04/2024";0
"133";"ALEGRETE";"RS";4300406;"22/04/2024";0
"134";"ALEGRETE";"RS";4300406;"23/04/2024";0
"135";"ALEGRETE";"RS";4300406;"24/04/2024";8e+05
"136";"ALEGRETE";"RS";4300406;"25/04/2024";0
"137";"ALEGRETE";"RS";4300406;"26/04/2024";0
"138";"ALEGRETE";"RS";4300406;"29/04/2024";0
"139";"ALEGRETE";"RS";4300406;"30/04/2024";6e+05
"140";"ALEGRETE";"RS";4300406;"02/05/2024";1e+05
"141";"ALEGRETE";"RS";4300406;"03/05/2024";0
"142";"ALEGRETE";"RS";4300406;"06/05/2024";0
"143";"ALEGRETE";"RS";4300406;"07/05/2024";0
"144";"ALEGRETE";"RS";4300406;"08/05/2024";0
"145";"ALTOALEGRE";"RS";4300554;"26/03/2024";0
"146";"ALTOALEGRE";"RS";4300554;"01/04/2024";0
"147";"ALTOALEGRE";"RS";4300554;"05/04/2024";0
"148";"ALTOALEGRE";"RS";4300554;"08/04/2024";0
"149";"ALTOALEGRE";"RS";4300554;"09/04/2024";0
"150";"ALTOALEGRE";"RS";4300554;"10/04/2024";0
"151";"ALTOALEGRE";"RS";4300554;"12/04/2024";0
"152";"ALTOALEGRE";"RS";4300554;"15/04/2024";0
"153";"ALTOALEGRE";"RS";4300554;"16/04/2024";2e+05
"154";"ALTOALEGRE";"RS";4300554;"17/04/2024";477500
"155";"ALTOALEGRE";"RS";4300554;"18/04/2024";0
"156";"ALTOALEGRE";"RS";4300554;"19/04/2024";0
"157";"ALTOALEGRE";"RS";4300554;"22/04/2024";3e+05
"158";"ALTOALEGRE";"RS";4300554;"23/04/2024";0
"159";"ALTOALEGRE";"RS";4300554;"24/04/2024";0
"160";"ALTOALEGRE";"RS";4300554;"25/04/2024";0
"161";"ALTOALEGRE";"RS";4300554;"26/04/2024";0
"162";"ALTOALEGRE";"RS";4300554;"29/04/2024";0
"163";"ALTOALEGRE";"RS";4300554;"30/04/2024";0
"164";"ALTOALEGRE";"RS";4300554;"02/05/2024";0
"165";"ALTOALEGRE";"RS";4300554;"03/05/2024";0
"166";"ALTOALEGRE";"RS";4300554;"06/05/2024";0
"167";"ALTOALEGRE";"RS";4300554;"07/05/2024";0
"168";"ALTOALEGRE";"RS";4300554;"08/05/2024";0
"169";"ALTOFELIZ";"RS";4300570;"26/03/2024";0
"170";"ALTOFELIZ";"RS";4300570;"01/04/2024";0
"171";"ALTOFELIZ";"RS";4300570;"05/04/2024";0
"172";"ALTOFELIZ";"RS";4300570;"08/04/2024";0
"173";"ALTOFELIZ";"RS";4300570;"09/04/2024";0
"174";"ALTOFELIZ";"RS";4300570;"10/04/2024";0
"175";"ALTOFELIZ";"RS";4300570;"12/04/2024";0
"176";"ALTOFELIZ";"RS";4300570;"15/04/2024";0
"177";"ALTOFELIZ";"RS";4300570;"16/04/2024";0
"178";"ALTOFELIZ";"RS";4300570;"17/04/2024";0
"179";"ALTOFELIZ";"RS";4300570;"18/04/2024";0
"180";"ALTOFELIZ";"RS";4300570;"19/04/2024";0
"181";"ALTOFELIZ";"RS";4300570;"22/04/2024";0
"182";"ALTOFELIZ";"RS";4300570;"23/04/2024";0
"183";"ALTOFELIZ";"RS";4300570;"24/04/2024";1188000
"184";"ALTOFELIZ";"RS";4300570;"25/04/2024";0
"185";"ALTOFELIZ";"RS";4300570;"26/04/2024";0
"186";"ALTOFELIZ";"RS";4300570;"29/04/2024";0
"187";"ALTOFELIZ";"RS";4300570;"30/04/2024";0
"188";"ALTOFELIZ";"RS";4300570;"02/05/2024";0
"189";"ALTOFELIZ";"RS";4300570;"03/05/2024";0
"190";"ALTOFELIZ";"RS";4300570;"06/05/2024";0
"191";"ALTOFELIZ";"RS";4300570;"07/05/2024";0
"192";"ALTOFELIZ";"RS";4300570;"08/05/2024";0
"193";"ALVORADA";"RS";4300604;"26/03/2024";0
"194";"ALVORADA";"RS";4300604;"01/04/2024";0
"195";"ALVORADA";"RS";4300604;"05/04/2024";0
"196";"ALVORADA";"RS";4300604;"08/04/2024";0
"197";"ALVORADA";"RS";4300604;"09/04/2024";0
"198";"ALVORADA";"RS";4300604;"10/04/2024";0
"199";"ALVORADA";"RS";4300604;"12/04/2024";0
"200";"ALVORADA";"RS";4300604;"15/04/2024";0
"201";"ALVORADA";"RS";4300604;"16/04/2024";0
"202";"ALVORADA";"RS";4300604;"17/04/2024";0
"203";"ALVORADA";"RS";4300604;"18/04/2024";0
"204";"ALVORADA";"RS";4300604;"19/04/2024";0
"205";"ALVORADA";"RS";4300604;"22/04/2024";0
"206";"ALVORADA";"RS";4300604;"23/04/2024";0
"207";"ALVORADA";"RS";4300604;"24/04/2024";1200000
"208";"ALVORADA";"RS";4300604;"25/04/2024";0
"209";"ALVORADA";"RS";4300604;"26/04/2024";0
"210";"ALVORADA";"RS";4300604;"29/04/2024";0
"211";"ALVORADA";"RS";4300604;"30/04/2024";5e+05
"212";"ALVORADA";"RS";4300604;"02/05/2024";0
"213";"ALVORADA";"RS";4300604;"03/05/2024";0
"214";"ALVORADA";"RS";4300604;"06/05/2024";150000
"215";"ALVORADA";"RS";4300604;"07/05/2024";0
"216";"ALVORADA";"RS";4300604;"08/05/2024";0
"217";"AMARALFERRADOR";"RS";4300638;"26/03/2024";0
"218";"AMARALFERRADOR";"RS";4300638;"01/04/2024";0
"219";"AMARALFERRADOR";"RS";4300638;"05/04/2024";0
"220";"AMARALFERRADOR";"RS";4300638;"08/04/2024";0
"221";"AMARALFERRADOR";"RS";4300638;"09/04/2024";0
"222";"AMARALFERRADOR";"RS";4300638;"10/04/2024";0
"223";"AMARALFERRADOR";"RS";4300638;"12/04/2024";0
"224";"AMARALFERRADOR";"RS";4300638;"15/04/2024";0
"225";"AMARALFERRADOR";"RS";4300638;"16/04/2024";8e+05
"226";"AMARALFERRADOR";"RS";4300638;"17/04/2024";0
"227";"AMARALFERRADOR";"RS";4300638;"18/04/2024";0
"228";"AMARALFERRADOR";"RS";4300638;"19/04/2024";0
"229";"AMARALFERRADOR";"RS";4300638;"22/04/2024";0
"230";"AMARALFERRADOR";"RS";4300638;"23/04/2024";0
"231";"AMARALFERRADOR";"RS";4300638;"24/04/2024";0
"232";"AMARALFERRADOR";"RS";4300638;"25/04/2024";0
"233";"AMARALFERRADOR";"RS";4300638;"26/04/2024";0
"234";"AMARALFERRADOR";"RS";4300638;"29/04/2024";0
"235";"AMARALFERRADOR";"RS";4300638;"30/04/2024";0
"236";"AMARALFERRADOR";"RS";4300638;"02/05/2024";0
"237";"AMARALFERRADOR";"RS";4300638;"03/05/2024";0
"238";"AMARALFERRADOR";"RS";4300638;"06/05/2024";0
"239";"AMARALFERRADOR";"RS";4300638;"07/05/2024";0
"240";"AMARALFERRADOR";"RS";4300638;"08/05/2024";0
"241";"AMETISTADOSUL";"RS";4300646;"26/03/2024";0
"242";"AMETISTADOSUL";"RS";4300646;"01/04/2024";0
"243";"AMETISTADOSUL";"RS";4300646;"05/04/2024";0
"244";"AMETISTADOSUL";"RS";4300646;"08/04/2024";0
"245";"AMETISTADOSUL";"RS";4300646;"09/04/2024";0
"246";"AMETISTADOSUL";"RS";4300646;"10/04/2024";0
"247";"AMETISTADOSUL";"RS";4300646;"12/04/2024";0
"248";"AMETISTADOSUL";"RS";4300646;"15/04/2024";0
"249";"AMETISTADOSUL";"RS";4300646;"16/04/2024";2e+05
"250";"AMETISTADOSUL";"RS";4300646;"17/04/2024";0
"251";"AMETISTADOSUL";"RS";4300646;"18/04/2024";0
"252";"AMETISTADOSUL";"RS";4300646;"19/04/2024";0
"253";"AMETISTADOSUL";"RS";4300646;"22/04/2024";4e+05
"254";"AMETISTADOSUL";"RS";4300646;"23/04/2024";1200000
"255";"AMETISTADOSUL";"RS";4300646;"24/04/2024";0
"256";"AMETISTADOSUL";"RS";4300646;"25/04/2024";0
"257";"AMETISTADOSUL";"RS";4300646;"26/04/2024";0
"258";"AMETISTADOSUL";"RS";4300646;"29/04/2024";0
"259";"AMETISTADOSUL";"RS";4300646;"30/04/2024";0
"260";"AMETISTADOSUL";"RS";4300646;"02/05/2024";0
"261";"AMETISTADOSUL";"RS";4300646;"03/05/2024";0
"262";"AMETISTADOSUL";"RS";4300646;"06/05/2024";0
"263";"AMETISTADOSUL";"RS";4300646;"07/05/2024";0
"264";"AMETISTADOSUL";"RS";4300646;"08/05/2024";250000
"265";"ANTAGORDA";"RS";4300703;"26/03/2024";0
"266";"ANTAGORDA";"RS";4300703;"01/04/2024";0
"267";"ANTAGORDA";"RS";4300703;"05/04/2024";0
"268";"ANTAGORDA";"RS";4300703;"08/04/2024";0
"269";"ANTAGORDA";"RS";4300703;"09/04/2024";0
"270";"ANTAGORDA";"RS";4300703;"10/04/2024";0
"271";"ANTAGORDA";"RS";4300703;"12/04/2024";0
"272";"ANTAGORDA";"RS";4300703;"15/04/2024";0
"273";"ANTAGORDA";"RS";4300703;"16/04/2024";4e+05
"274";"ANTAGORDA";"RS";4300703;"17/04/2024";0
"275";"ANTAGORDA";"RS";4300703;"18/04/2024";0
"276";"ANTAGORDA";"RS";4300703;"19/04/2024";0
"277";"ANTAGORDA";"RS";4300703;"22/04/2024";0
"278";"ANTAGORDA";"RS";4300703;"23/04/2024";3e+05
"279";"ANTAGORDA";"RS";4300703;"24/04/2024";0
"280";"ANTAGORDA";"RS";4300703;"25/04/2024";0
"281";"ANTAGORDA";"RS";4300703;"26/04/2024";0
"282";"ANTAGORDA";"RS";4300703;"29/04/2024";0
"283";"ANTAGORDA";"RS";4300703;"30/04/2024";0
"284";"ANTAGORDA";"RS";4300703;"02/05/2024";0
"285";"ANTAGORDA";"RS";4300703;"03/05/2024";0
"286";"ANTAGORDA";"RS";4300703;"06/05/2024";0
"287";"ANTAGORDA";"RS";4300703;"07/05/2024";0
"288";"ANTAGORDA";"RS";4300703;"08/05/2024";0
"289";"ANTONIOPRADO";"RS";4300802;"26/03/2024";0
"290";"ANTONIOPRADO";"RS";4300802;"01/04/2024";0
"291";"ANTONIOPRADO";"RS";4300802;"05/04/2024";0
"292";"ANTONIOPRADO";"RS";4300802;"08/04/2024";0
"293";"ANTONIOPRADO";"RS";4300802;"09/04/2024";0
"294";"ANTONIOPRADO";"RS";4300802;"10/04/2024";0
"295";"ANTONIOPRADO";"RS";4300802;"12/04/2024";0
"296";"ANTONIOPRADO";"RS";4300802;"15/04/2024";0
"297";"ANTONIOPRADO";"RS";4300802;"16/04/2024";1600000
"298";"ANTONIOPRADO";"RS";4300802;"17/04/2024";0
"299";"ANTONIOPRADO";"RS";4300802;"18/04/2024";0
"300";"ANTONIOPRADO";"RS";4300802;"19/04/2024";0
"301";"ANTONIOPRADO";"RS";4300802;"22/04/2024";0
"302";"ANTONIOPRADO";"RS";4300802;"23/04/2024";0
"303";"ANTONIOPRADO";"RS";4300802;"24/04/2024";0
"304";"ANTONIOPRADO";"RS";4300802;"25/04/2024";0
"305";"ANTONIOPRADO";"RS";4300802;"26/04/2024";0
"306";"ANTONIOPRADO";"RS";4300802;"29/04/2024";0
"307";"ANTONIOPRADO";"RS";4300802;"30/04/2024";0
"308";"ANTONIOPRADO";"RS";4300802;"02/05/2024";0
"309";"ANTONIOPRADO";"RS";4300802;"03/05/2024";0
"310";"ANTONIOPRADO";"RS";4300802;"06/05/2024";0
"311";"ANTONIOPRADO";"RS";4300802;"07/05/2024";0
"312";"ANTONIOPRADO";"RS";4300802;"08/05/2024";0
"313";"ARAMBARE";"RS";4300851;"26/03/2024";0
"314";"ARAMBARE";"RS";4300851;"01/04/2024";0
"315";"ARAMBARE";"RS";4300851;"05/04/2024";0
"316";"ARAMBARE";"RS";4300851;"08/04/2024";0
"317";"ARAMBARE";"RS";4300851;"09/04/2024";0
"318";"ARAMBARE";"RS";4300851;"10/04/2024";0
"319";"ARAMBARE";"RS";4300851;"12/04/2024";0
"320";"ARAMBARE";"RS";4300851;"15/04/2024";0
"321";"ARAMBARE";"RS";4300851;"16/04/2024";0
"322";"ARAMBARE";"RS";4300851;"17/04/2024";0
"323";"ARAMBARE";"RS";4300851;"18/04/2024";0
"324";"ARAMBARE";"RS";4300851;"19/04/2024";0
"325";"ARAMBARE";"RS";4300851;"22/04/2024";0
"326";"ARAMBARE";"RS";4300851;"23/04/2024";2e+05
"327";"ARAMBARE";"RS";4300851;"24/04/2024";0
"328";"ARAMBARE";"RS";4300851;"25/04/2024";0
"329";"ARAMBARE";"RS";4300851;"26/04/2024";0
"330";"ARAMBARE";"RS";4300851;"29/04/2024";0
"331";"ARAMBARE";"RS";4300851;"30/04/2024";0
"332";"ARAMBARE";"RS";4300851;"02/05/2024";0
"333";"ARAMBARE";"RS";4300851;"03/05/2024";0
"334";"ARAMBARE";"RS";4300851;"06/05/2024";0
"335";"ARAMBARE";"RS";4300851;"07/05/2024";0
"336";"ARAMBARE";"RS";4300851;"08/05/2024";484040
"337";"ARARICA";"RS";4300877;"26/03/2024";0
"338";"ARARICA";"RS";4300877;"01/04/2024";0
"339";"ARARICA";"RS";4300877;"05/04/2024";0
"340";"ARARICA";"RS";4300877;"08/04/2024";477500
"341";"ARARICA";"RS";4300877;"09/04/2024";0
"342";"ARARICA";"RS";4300877;"10/04/2024";0
"343";"ARARICA";"RS";4300877;"12/04/2024";0
"344";"ARARICA";"RS";4300877;"15/04/2024";0
"345";"ARARICA";"RS";4300877;"16/04/2024";1e+05
"346";"ARARICA";"RS";4300877;"17/04/2024";0
"347";"ARARICA";"RS";4300877;"18/04/2024";0
"348";"ARARICA";"RS";4300877;"19/04/2024";0
"349";"ARARICA";"RS";4300877;"22/04/2024";260000
"350";"ARARICA";"RS";4300877;"23/04/2024";1174000
"351";"ARARICA";"RS";4300877;"24/04/2024";0
"352";"ARARICA";"RS";4300877;"25/04/2024";0
"353";"ARARICA";"RS";4300877;"26/04/2024";0
"354";"ARARICA";"RS";4300877;"29/04/2024";0
"355";"ARARICA";"RS";4300877;"30/04/2024";0
"356";"ARARICA";"RS";4300877;"02/05/2024";0
"357";"ARARICA";"RS";4300877;"03/05/2024";0
"358";"ARARICA";"RS";4300877;"06/05/2024";0
"359";"ARARICA";"RS";4300877;"07/05/2024";0
"360";"ARARICA";"RS";4300877;"08/05/2024";134951
"361";"ARATIBA";"RS";4300901;"26/03/2024";0
"362";"ARATIBA";"RS";4300901;"01/04/2024";0
"363";"ARATIBA";"RS";4300901;"05/04/2024";0
"364";"ARATIBA";"RS";4300901;"08/04/2024";0
"365";"ARATIBA";"RS";4300901;"09/04/2024";0
"366";"ARATIBA";"RS";4300901;"10/04/2024";0
"367";"ARATIBA";"RS";4300901;"12/04/2024";0
"368";"ARATIBA";"RS";4300901;"15/04/2024";0
"369";"ARATIBA";"RS";4300901;"16/04/2024";0
"370";"ARATIBA";"RS";4300901;"17/04/2024";0
"371";"ARATIBA";"RS";4300901;"18/04/2024";0
"372";"ARATIBA";"RS";4300901;"19/04/2024";0
"373";"ARATIBA";"RS";4300901;"22/04/2024";0
"374";"ARATIBA";"RS";4300901;"23/04/2024";0
"375";"ARATIBA";"RS";4300901;"24/04/2024";4e+05
"376";"ARATIBA";"RS";4300901;"25/04/2024";2e+05
"377";"ARATIBA";"RS";4300901;"26/04/2024";0
"378";"ARATIBA";"RS";4300901;"29/04/2024";0
"379";"ARATIBA";"RS";4300901;"30/04/2024";0
"380";"ARATIBA";"RS";4300901;"02/05/2024";0
"381";"ARATIBA";"RS";4300901;"03/05/2024";0
"382";"ARATIBA";"RS";4300901;"06/05/2024";0
"383";"ARATIBA";"RS";4300901;"07/05/2024";0
"384";"ARATIBA";"RS";4300901;"08/05/2024";0
"385";"ARROIODOMEIO";"RS";4301008;"26/03/2024";0
"386";"ARROIODOMEIO";"RS";4301008;"01/04/2024";0
"387";"ARROIODOMEIO";"RS";4301008;"05/04/2024";0
"388";"ARROIODOMEIO";"RS";4301008;"08/04/2024";0
"389";"ARROIODOMEIO";"RS";4301008;"09/04/2024";0
"390";"ARROIODOMEIO";"RS";4301008;"10/04/2024";0
"391";"ARROIODOMEIO";"RS";4301008;"12/04/2024";0
"392";"ARROIODOMEIO";"RS";4301008;"15/04/2024";0
"393";"ARROIODOMEIO";"RS";4301008;"16/04/2024";6e+05
"394";"ARROIODOMEIO";"RS";4301008;"17/04/2024";0
"395";"ARROIODOMEIO";"RS";4301008;"18/04/2024";0
"396";"ARROIODOMEIO";"RS";4301008;"19/04/2024";0
"397";"ARROIODOMEIO";"RS";4301008;"22/04/2024";2e+05
"398";"ARROIODOMEIO";"RS";4301008;"23/04/2024";1200000
"399";"ARROIODOMEIO";"RS";4301008;"24/04/2024";3e+05
"400";"ARROIODOMEIO";"RS";4301008;"25/04/2024";0
"401";"ARROIODOMEIO";"RS";4301008;"26/04/2024";0
"402";"ARROIODOMEIO";"RS";4301008;"29/04/2024";0
"403";"ARROIODOMEIO";"RS";4301008;"30/04/2024";0
"404";"ARROIODOMEIO";"RS";4301008;"02/05/2024";0
"405";"ARROIODOMEIO";"RS";4301008;"03/05/2024";0
"406";"ARROIODOMEIO";"RS";4301008;"06/05/2024";0
"407";"ARROIODOMEIO";"RS";4301008;"07/05/2024";0
"408";"ARROIODOMEIO";"RS";4301008;"08/05/2024";0
"409";"ARROIODOPADRE";"RS";4301073;"26/03/2024";0
"410";"ARROIODOPADRE";"RS";4301073;"01/04/2024";0
"411";"ARROIODOPADRE";"RS";4301073;"05/04/2024";0
"412";"ARROIODOPADRE";"RS";4301073;"08/04/2024";0
"413";"ARROIODOPADRE";"RS";4301073;"09/04/2024";0
"414";"ARROIODOPADRE";"RS";4301073;"10/04/2024";0
"415";"ARROIODOPADRE";"RS";4301073;"12/04/2024";0
"416";"ARROIODOPADRE";"RS";4301073;"15/04/2024";0
"417";"ARROIODOPADRE";"RS";4301073;"16/04/2024";0
"418";"ARROIODOPADRE";"RS";4301073;"17/04/2024";0
"419";"ARROIODOPADRE";"RS";4301073;"18/04/2024";0
"420";"ARROIODOPADRE";"RS";4301073;"19/04/2024";0
"421";"ARROIODOPADRE";"RS";4301073;"22/04/2024";0
"422";"ARROIODOPADRE";"RS";4301073;"23/04/2024";0
"423";"ARROIODOPADRE";"RS";4301073;"24/04/2024";0
"424";"ARROIODOPADRE";"RS";4301073;"25/04/2024";0
"425";"ARROIODOPADRE";"RS";4301073;"26/04/2024";0
"426";"ARROIODOPADRE";"RS";4301073;"29/04/2024";0
"427";"ARROIODOPADRE";"RS";4301073;"30/04/2024";0
"428";"ARROIODOPADRE";"RS";4301073;"02/05/2024";0
"429";"ARROIODOPADRE";"RS";4301073;"03/05/2024";0
"430";"ARROIODOPADRE";"RS";4301073;"06/05/2024";0
"431";"ARROIODOPADRE";"RS";4301073;"07/05/2024";0
"432";"ARROIODOPADRE";"RS";4301073;"08/05/2024";2e+05
"433";"ARROIODOSAL";"RS";4301057;"26/03/2024";0
"434";"ARROIODOSAL";"RS";4301057;"01/04/2024";0
"435";"ARROIODOSAL";"RS";4301057;"05/04/2024";0
"436";"ARROIODOSAL";"RS";4301057;"08/04/2024";0
"437";"ARROIODOSAL";"RS";4301057;"09/04/2024";0
"438";"ARROIODOSAL";"RS";4301057;"10/04/2024";0
"439";"ARROIODOSAL";"RS";4301057;"12/04/2024";0
"440";"ARROIODOSAL";"RS";4301057;"15/04/2024";0
"441";"ARROIODOSAL";"RS";4301057;"16/04/2024";0
"442";"ARROIODOSAL";"RS";4301057;"17/04/2024";382000
"443";"ARROIODOSAL";"RS";4301057;"18/04/2024";0
"444";"ARROIODOSAL";"RS";4301057;"19/04/2024";0
"445";"ARROIODOSAL";"RS";4301057;"22/04/2024";6e+05
"446";"ARROIODOSAL";"RS";4301057;"23/04/2024";0
"447";"ARROIODOSAL";"RS";4301057;"24/04/2024";0
"448";"ARROIODOSAL";"RS";4301057;"25/04/2024";0
"449";"ARROIODOSAL";"RS";4301057;"26/04/2024";0
"450";"ARROIODOSAL";"RS";4301057;"29/04/2024";0
"451";"ARROIODOSAL";"RS";4301057;"30/04/2024";0
"452";"ARROIODOSAL";"RS";4301057;"02/05/2024";0
